,Date,Theme,Sentiment,Newspaper
479,15/01/19,aadhaar_based_schemes,positive,Business Line
480,14/01/19,e-governance,positive,Business Line
481,14/01/19,digital_stack,positive,Business Line
482,11/01/19,aadhaar_based_schemes,negative,Business Line
483,11/01/19,macroeconomic_policy,positive,Business Line
484,08/01/19,digital_stack,positive,Business Line
485,07/01/19,data_security,positive,Business Line
486,06/01/19,aadhaar_based_schemes,positive,Business Line
487,06/01/19,financial_inclusion,positive,Business Line
488,06/01/19,aadhaar_based_schemes,positive,Business Line
489,04/01/19,aadhaar_based_schemes,positive,Business Line
490,04/01/19,digital_stack,neutral,Business Line
491,04/01/19,aadhaar_based_subsidies,neutral,Business Line
492,04/01/19,data_security,positive,Business Line
493,03/01/19,digital_stack,positive,Business Line
494,03/01/19,e-governance,positive,Business Line
495,02/01/19,e-governance,positive,Business Line
496,02/01/19,aadhaar_political_debates,positive,Business Line
497,01/01/19,aadhaar_based_schemes,positive,Business Line
498,01/01/19,data_security,neutral,Business Line
499,22/09/20,enrolment_process,negative,Business Std
500,21/09/20,aadhaar_political_debates,neutral,Business Std
501,17/09/20,money_laundering,positive,Business Std
502,03/09/20,digital_stack,positive,Business Std
503,02/09/20,digital_stack,neutral,Business Std
504,28/08/20,e-governance,positive,Business Std
505,25/08/20,e-governance,positive,Business Std
506,18/08/20,e-governance,positive,Business Std
507,18/08/20,macroeconomic_policy,negative,Business Std
508,17/08/20,money_laundering,positive,Business Std
509,03/08/20,e-governance,positive,Business Std
510,30/07/20,digital_stack,positive,Business Std
511,06/07/20,money_laundering,positive,Business Std
512,29/06/20,digital_stack,negative,Business Std
513,24/06/20,money_laundering,positive,Business Std
514,16/06/20,financial_inclusion,positive,Business Std
515,08/06/20,enrolment_process,negative,Business Std
516,07/06/20,judiciary_right_to_privacy,positive,Business Std
517,03/06/20,data_security,positive,Business Std
518,02/06/20,enrolment_process,positive,Business Std
519,26/05/20,digital_stack,positive,Business Std
520,19/05/20,e-governance,neutral,Business Std
521,06/05/20,digital_stack,positive,Business Std
522,27/04/20,digital_stack,positive,Business Std
523,05/04/20,e-governance,positive,Business Std
524,25/03/20,digital_stack,positive,Business Std
525,24/03/20,digital_stack,positive,Business Std
526,24/03/20,digital_stack,positive,Business Std
527,23/03/20,macroeconomic_policy,negative,Business Std
528,19/03/20,data_security,positive,Business Std
529,16/03/20,e-governance,positive,Business Std
530,11/03/20,e-governance,negative,Business Std
531,06/03/20,e-governance,positive,Business Std
532,05/03/20,macroeconomic_policy,negative,Business Std
533,02/03/20,money_laundering,positive,Business Std
534,24/02/20,enrolment_process,positive,Business Std
535,22/02/20,aadhaar_based_schemes,positive,Business Std
536,19/02/20,digital_stack,positive,Business Std
537,15/02/20,e-governance,neutral,Business Std
538,14/02/20,e-governance,positive,Business Std
539,13/02/20,data_security,positive,Business Std
540,06/02/20,e-governance,positive,Business Std
541,06/02/20,enrolment_process,positive,Business Std
542,02/02/20,digital_stack,positive,Business Std
543,01/02/20,macroeconomic_policy,positive,Business Std
544,01/02/20,money_laundering,neutral,Business Std
545,24/01/20,data_security,positive,Business Std
546,24/01/20,money_laundering,positive,Business Std
547,23/01/20,digital_stack,positive,Business Std
548,12/01/20,digital_stack,positive,Business Std
549,10/01/20,digital_stack,positive,Business Std
550,02/01/20,digital_stack,positive,Business Std
551,01/01/20,enrolment_process,positive,Business Std
552,30/12/19,digital_stack,positive,Business Std
553,28/12/19,digital_stack,positive,Business Std
554,27/12/19,data_security,positive,Business Std
555,26/12/19,crime,negative,Business Std
556,26/12/19,e-governance,positive,Business Std
557,25/12/19,digital_stack,positive,Business Std
558,23/12/19,digital_stack,positive,Business Std
559,18/12/19,aadhaar_political_debates,neutral,Business Std
560,17/12/19,judiciary_right_to_privacy,positive,Business Std
561,17/12/19,digital_stack,positive,Business Std
562,16/12/19,e-governance,positive,Business Std
563,15/12/19,e-governance,positive,Business Std
564,12/12/19,digital_stack,positive,Business Std
565,10/12/19,aadhaar_based_schemes,positive,Business Std
566,09/12/19,judiciary_right_to_privacy,negative,Business Std
567,09/12/19,digital_stack,positive,Business Std
568,06/12/19,digital_stack,positive,Business Std
569,25/11/19,enrolment_process,negative,Business Std
570,22/11/19,judiciary_right_to_privacy,positive,Business Std
571,20/11/19,judiciary_right_to_privacy,positive,Business Std
572,20/11/19,data_security,neutral,Business Std
573,18/11/19,aadhaar_political_debates,positive,Business Std
574,14/11/19,financial_inclusion,positive,Business Std
575,13/11/19,judiciary_right_to_privacy,positive,Business Std
576,13/11/19,financial_inclusion,positive,Business Std
577,05/11/19,e-governance,positive,Business Std
578,02/11/19,digital_stack,positive,Business Std
579,31/10/19,e-governance,positive,Business Std
580,23/10/19,aadhaar_political_debates,negative,Business Std
581,22/10/19,digital_stack,positive,Business Std
582,22/10/19,judiciary_right_to_privacy,positive,Business Std
583,21/10/19,e-governance,positive,Business Std
584,10/10/19,digital_stack,positive,Business Std
585,09/10/19,aadhaar_based_schemes,positive,Business Std
586,08/10/19,e-governance,positive,Business Std
587,04/10/19,data_security,positive,Business Std
